issue_date,province_id,lead,probability,base_rate,y_obs
2024-02-04,46,5,0.525074,0.120557,0.0
2024-02-04,46,6,0.520733,0.120268,0.0
2024-02-05,46,2,0.597901,0.120783,1.0
2024-02-05,46,3,0.614384,0.12086,0.0
2024-02-05,46,4,0.571428,0.120937,1.0
2024-02-05,46,5,0.563066,0.120557,0.0
2024-02-05,46,6,0.559274,0.120268,0.0
2024-02-06,46,2,0.63385,0.120783,1.0
2024-02-06,46,3,0.660843,0.12086,0.0
2024-02-06,46,4,0.612382,0.120937,1.0
2024-02-06,46,5,0.596784,0.120557,0.0
2024-02-06,46,6,0.591984,0.120268,0.0
2024-02-07,46,2,0.673104,0.120783,1.0
2024-02-07,46,3,0.710848,0.12086,1.0
2024-02-07,46,4,0.705996,0.120937,1.0
2024-02-07,46,5,0.683429,0.120557,0.0
2024-02-07,46,6,0.648469,0.120268,0.0
2024-02-08,46,2,0.675439,0.120783,1.0
2024-02-08,46,3,0.704017,0.12086,1.0
2024-02-08,46,4,0.705075,0.120937,1.0
2024-02-08,46,5,0.678227,0.120557,0.0
2024-02-08,46,6,0.646414,0.120268,0.0
2024-02-09,46,2,0.652583,0.120783,1.0
2024-02-09,46,3,0.68956,0.12086,1.0
2024-02-09,46,4,0.676109,0.120937,0.0
2024-02-09,46,5,0.639413,0.120557,0.0
2024-02-09,46,6,0.673475,0.120268,0.0
2024-02-10,46,2,0.584162,0.120783,1.0
2024-02-10,46,3,0.631453,0.12086,1.0
2024-02-10,46,4,0.616573,0.120937,0.0
2024-02-10,46,5,0.57013,0.120557,0.0
2024-02-10,46,6,0.638359,0.120268,0.0
2024-02-11,46,2,0.539066,0.120783,0.0
2024-02-11,46,3,0.584592,0.12086,1.0
2024-02-11,46,4,0.563854,0.120937,0.0
2024-02-11,46,5,0.533146,0.120557,0.0
2024-02-11,46,6,0.589516,0.120268,0.0
2024-02-12,46,2,0.511117,0.120783,0.0
2024-02-12,46,3,0.54519,0.12086,1.0
2024-02-12,46,4,0.525873,0.120937,0.0
2024-02-12,46,5,0.514788,0.120557,0.0
2024-02-12,46,6,0.550301,0.120268,0.0
2024-02-13,46,2,0.474219,0.120783,0.0
2024-02-13,46,3,0.50487,0.12086,1.0
2024-02-13,46,4,0.479023,0.120937,0.0
2024-02-13,46,5,0.486099,0.120557,0.0
2024-02-13,46,6,0.505529,0.120268,1.0
2024-02-14,46,2,0.430121,0.120783,1.0
2024-02-14,46,3,0.464672,0.12086,1.0
2024-02-14,46,4,0.428656,0.120937,0.0
2024-02-14,46,5,0.449193,0.120557,0.0
2024-02-14,46,6,0.461856,0.120268,1.0
2024-02-15,46,2,0.438999,0.120783,1.0
2024-02-15,46,3,0.464471,0.12086,1.0
2024-02-15,46,4,0.43001,0.120937,0.0
2024-02-15,46,5,0.459992,0.120557,0.0
2024-02-15,46,6,0.453261,0.120268,1.0
2024-02-16,46,2,0.434486,0.120783,1.0
2024-02-16,46,3,0.451607,0.12086,0.0
2024-02-16,46,4,0.424365,0.120937,0.0
2024-02-16,46,5,0.442557,0.120557,0.0
2024-02-16,46,6,0.453752,0.120268,1.0
2024-02-17,46,2,0.439202,0.120783,1.0
2024-02-17,46,3,0.453913,0.12086,0.0
2024-02-17,46,4,0.425519,0.120937,0.0
2024-02-17,46,5,0.435379,0.120557,0.0
2024-02-17,46,6,0.457026,0.120268,1.0
2024-02-18,46,2,0.451709,0.120783,1.0
2024-02-18,46,3,0.461033,0.12086,0.0
2024-02-18,46,4,0.432641,0.120937,0.0
2024-02-18,46,5,0.439107,0.120557,0.0
2024-02-18,46,6,0.461455,0.120268,1.0
2024-02-19,46,2,0.50947,0.120783,1.0
2024-02-19,46,3,0.511056,0.12086,0.0
2024-02-19,46,4,0.458631,0.120937,0.0
2024-02-19,46,5,0.479899,0.120557,0.0
2024-02-19,46,6,0.501835,0.120268,1.0
2024-02-20,46,2,0.553212,0.120783,1.0
2024-02-20,46,3,0.553461,0.12086,0.0
2024-02-20,46,4,0.502689,0.120937,0.0
2024-02-20,46,5,0.516653,0.120557,1.0
2024-02-20,46,6,0.535365,0.120268,1.0
2024-02-21,46,2,0.532506,0.120783,1.0
2024-02-21,46,3,0.543054,0.12086,0.0
2024-02-21,46,4,0.590199,0.120937,0.0
2024-02-21,46,5,0.576544,0.120557,1.0
2024-02-21,46,6,0.54747,0.120268,1.0
2024-02-22,46,2,0.554443,0.120783,1.0
2024-02-22,46,3,0.547957,0.12086,0.0
2024-02-22,46,4,0.558438,0.120937,0.0
2024-02-22,46,5,0.537787,0.120557,1.0
2024-02-22,46,6,0.521394,0.120268,1.0
2024-02-23,46,2,0.605614,0.120783,0.0
2024-02-23,46,3,0.601196,0.12086,0.0
2024-02-23,46,4,0.615915,0.120937,0.0
2024-02-23,46,5,0.592551,0.120557,1.0
2024-02-23,46,6,0.569364,0.120268,1.0
2024-02-24,46,2,0.661815,0.120783,0.0
2024-02-24,46,3,0.639175,0.12086,0.0
2024-02-24,46,4,0.621045,0.120937,0.0
2024-02-24,46,5,0.596486,0.120557,1.0
2024-02-24,46,6,0.591149,0.120268,1.0
2024-01-30,47,2,0.264371,0.117948,1.0
2024-01-30,47,3,0.337847,0.118024,1.0
2024-01-30,47,4,0.298407,0.118099,0.0
2024-01-30,47,5,0.36288,0.117717,1.0
2024-01-30,47,6,0.344305,0.117426,0.0
2024-01-31,47,2,0.298278,0.117948,1.0
2024-01-31,47,3,0.36489,0.118024,1.0
2024-01-31,47,4,0.323488,0.118099,1.0
2024-01-31,47,5,0.390954,0.117717,1.0
2024-01-31,47,6,0.362623,0.117426,0.0
2024-02-01,47,2,0.31534,0.117948,1.0
2024-02-01,47,3,0.368734,0.118024,1.0
2024-02-01,47,4,0.32561,0.118099,1.0
2024-02-01,47,5,0.388943,0.117717,1.0
2024-02-01,47,6,0.355086,0.117426,0.0
2024-02-02,47,2,0.401711,0.117948,1.0
2024-02-02,47,3,0.445587,0.118024,1.0
2024-02-02,47,4,0.41163,0.118099,1.0
2024-02-02,47,5,0.467455,0.117717,0.0
2024-02-02,47,6,0.429056,0.117426,0.0
2024-02-03,47,2,0.416432,0.117948,1.0
2024-02-03,47,3,0.455639,0.118024,0.0
2024-02-03,47,4,0.426932,0.118099,1.0
2024-02-03,47,5,0.462392,0.117717,0.0
2024-02-03,47,6,0.454497,0.117426,0.0
2024-02-04,47,2,0.491612,0.117948,1.0
2024-02-04,47,3,0.533141,0.118024,0.0
2024-02-04,47,4,0.502918,0.118099,1.0
2024-02-04,47,5,0.522536,0.117717,0.0
2024-02-04,47,6,0.5213,0.117426,0.0
2024-02-05,47,2,0.546132,0.117948,1.0
2024-02-05,47,3,0.592373,0.118024,0.0
2024-02-05,47,4,0.560556,0.118099,1.0
2024-02-05,47,5,0.568365,0.117717,0.0
2024-02-05,47,6,0.572345,0.117426,0.0
2024-02-06,47,2,0.556477,0.117948,1.0
2024-02-06,47,3,0.587036,0.118024,0.0
2024-02-06,47,4,0.533154,0.118099,1.0
2024-02-06,47,5,0.527448,0.117717,0.0
2024-02-06,47,6,0.534796,0.117426,0.0
2024-02-07,47,2,0.581142,0.117948,1.0
2024-02-07,47,3,0.630354,0.118024,1.0
2024-02-07,47,4,0.623086,0.118099,1.0
2024-02-07,47,5,0.59648,0.117717,0.0
2024-02-07,47,6,0.594708,0.117426,0.0
2024-02-08,47,2,0.60378,0.117948,1.0
2024-02-08,47,3,0.669478,0.118024,1.0
2024-02-08,47,4,0.681527,0.118099,1.0
2024-02-08,47,5,0.653685,0.117717,0.0
2024-02-08,47,6,0.662648,0.117426,0.0
2024-02-09,47,2,0.529349,0.117948,1.0
2024-02-09,47,3,0.583282,0.118024,1.0
2024-02-09,47,4,0.568239,0.118099,0.0
2024-02-09,47,5,0.524682,0.117717,0.0
2024-02-09,47,6,0.612609,0.117426,0.0
2024-02-10,47,2,0.486654,0.117948,0.0
2024-02-10,47,3,0.552367,0.118024,1.0
2024-02-10,47,4,0.543503,0.118099,0.0
2024-02-10,47,5,0.491244,0.117717,0.0
2024-02-10,47,6,0.607584,0.117426,0.0
2024-02-11,47,2,0.465813,0.117948,0.0
2024-02-11,47,3,0.519683,0.118024,1.0
2024-02-11,47,4,0.505039,0.118099,0.0
2024-02-11,47,5,0.492945,0.117717,0.0
2024-02-11,47,6,0.555496,0.117426,0.0
2024-02-12,47,2,0.43796,0.117948,0.0
2024-02-12,47,3,0.47836,0.118024,1.0
2024-02-12,47,4,0.467721,0.118099,0.0
2024-02-12,47,5,0.483108,0.117717,0.0
2024-02-12,47,6,0.516374,0.117426,0.0
2024-02-13,47,2,0.400001,0.117948,0.0
2024-02-13,47,3,0.436005,0.118024,1.0
2024-02-13,47,4,0.421307,0.118099,0.0
2024-02-13,47,5,0.458408,0.117717,0.0
2024-02-13,47,6,0.473036,0.117426,0.0
2024-02-14,47,2,0.357147,0.117948,1.0
2024-02-14,47,3,0.39651,0.118024,1.0
2024-02-14,47,4,0.372665,0.118099,0.0
2024-02-14,47,5,0.421302,0.117717,0.0
2024-02-14,47,6,0.431474,0.117426,0.0
2024-02-15,47,2,0.363558,0.117948,1.0
2024-02-15,47,3,0.39525,0.118024,1.0
2024-02-15,47,4,0.373571,0.118099,0.0
2024-02-15,47,5,0.42924,0.117717,0.0
2024-02-15,47,6,0.425749,0.117426,1.0
2024-02-16,47,2,0.370168,0.117948,1.0
2024-02-16,47,3,0.392334,0.118024,0.0
2024-02-16,47,4,0.378113,0.118099,0.0
2024-02-16,47,5,0.424635,0.117717,0.0
2024-02-16,47,6,0.434724,0.117426,1.0
2024-02-17,47,2,0.372485,0.117948,1.0
2024-02-17,47,3,0.394544,0.118024,0.0
2024-02-17,47,4,0.379412,0.118099,0.0
2024-02-17,47,5,0.408096,0.117717,0.0
2024-02-17,47,6,0.445518,0.117426,1.0
2024-02-18,47,2,0.388152,0.117948,1.0
2024-02-18,47,3,0.404458,0.118024,0.0
2024-02-18,47,4,0.388704,0.118099,0.0
2024-02-18,47,5,0.414,0.117717,0.0
2024-02-18,47,6,0.450468,0.117426,1.0
2024-02-19,47,2,0.44285,0.117948,1.0
2024-02-19,47,3,0.452703,0.118024,0.0
2024-02-19,47,4,0.411932,0.118099,0.0
2024-02-19,47,5,0.450837,0.117717,0.0
2024-02-19,47,6,0.487275,0.117426,1.0
2024-02-20,47,2,0.483687,0.117948,1.0
2024-02-20,47,3,0.493277,0.118024,0.0
2024-02-20,47,4,0.452915,0.118099,0.0
2024-02-20,47,5,0.484479,0.117717,0.0
2024-02-20,47,6,0.518153,0.117426,1.0
2024-02-21,47,2,0.464106,0.117948,1.0
2024-02-21,47,3,0.48359,0.118024,0.0
2024-02-21,47,4,0.539463,0.118099,0.0
2024-02-21,47,5,0.541109,0.117717,0.0
2024-02-21,47,6,0.525609,0.117426,1.0
2024-02-22,47,2,0.535579,0.117948,1.0
2024-02-22,47,3,0.537666,0.118024,0.0
2024-02-22,47,4,0.558261,0.118099,0.0
2024-02-22,47,5,0.548542,0.117717,1.0
2024-02-22,47,6,0.535561,0.117426,1.0
2024-02-23,47,2,0.585911,0.117948,0.0
2024-02-23,47,3,0.589581,0.118024,0.0
2024-02-23,47,4,0.61327,0.118099,0.0
2024-02-23,47,5,0.60057,0.117717,1.0
2024-02-23,47,6,0.580374,0.117426,1.0
2024-02-24,47,2,0.602261,0.117948,0.0
2024-02-24,47,3,0.619901,0.118024,0.0
2024-02-24,47,4,0.621455,0.118099,0.0
2024-02-24,47,5,0.603571,0.117717,1.0
2024-02-24,47,6,0.635924,0.117426,1.0
2024-01-30,48,2,0.275577,0.129743,0.0
2024-01-30,48,3,0.347968,0.129826,1.0
2024-01-30,48,4,0.304609,0.129909,0.0
2024-01-30,48,5,0.352445,0.129535,1.0
2024-01-30,48,6,0.351992,0.129251,0.0
2024-01-31,48,2,0.3241,0.129743,1.0
2024-01-31,48,3,0.38731,0.129826,1.0
2024-01-31,48,4,0.340988,0.129909,1.0
2024-01-31,48,5,0.406542,0.129535,1.0
2024-01-31,48,6,0.369657,0.129251,0.0
2024-02-01,48,2,0.389703,0.129743,1.0
2024-02-01,48,3,0.441716,0.129826,1.0
2024-02-01,48,4,0.393855,0.129909,1.0
2024-02-01,48,5,0.448223,0.129535,1.0
2024-02-01,48,6,0.402085,0.129251,0.0
2024-02-02,48,2,0.479109,0.129743,1.0
2024-02-02,48,3,0.518485,0.129826,1.0
2024-02-02,48,4,0.481909,0.129909,1.0
2024-02-02,48,5,0.524109,0.129535,0.0
2024-02-02,48,6,0.475706,0.129251,0.0
2024-02-03,48,2,0.493228,0.129743,1.0
2024-02-03,48,3,0.527821,0.129826,0.0
2024-02-03,48,4,0.496932,0.129909,1.0
2024-02-03,48,5,0.518157,0.129535,0.0
2024-02-03,48,6,0.500617,0.129251,0.0
2024-02-04,48,2,0.568964,0.129743,1.0
2024-02-04,48,3,0.603371,0.129826,0.0
2024-02-04,48,4,0.573261,0.129909,1.0
2024-02-04,48,5,0.584721,0.129535,0.0
2024-02-04,48,6,0.563719,0.129251,0.0
2024-02-05,48,2,0.617806,0.129743,1.0
2024-02-05,48,3,0.656964,0.129826,0.0
2024-02-05,48,4,0.625155,0.129909,1.0
2024-02-05,48,5,0.619321,0.129535,0.0
2024-02-05,48,6,0.612183,0.129251,0.0
2024-02-06,48,2,0.63228,0.129743,1.0
2024-02-06,48,3,0.655846,0.129826,0.0
2024-02-06,48,4,0.602163,0.129909,1.0
2024-02-06,48,5,0.580484,0.129535,0.0
2024-02-06,48,6,0.578616,0.129251,0.0
2024-02-07,48,2,0.660901,0.129743,1.0
2024-02-07,48,3,0.699366,0.129826,1.0
2024-02-07,48,4,0.69177,0.129909,1.0
2024-02-07,48,5,0.658237,0.129535,0.0
2024-02-07,48,6,0.640019,0.129251,0.0
2024-02-08,48,2,0.659229,0.129743,1.0
2024-02-08,48,3,0.689061,0.129826,1.0
2024-02-08,48,4,0.688954,0.129909,1.0
2024-02-08,48,5,0.653671,0.129535,0.0
2024-02-08,48,6,0.638748,0.129251,0.0
2024-02-09,48,2,0.641027,0.129743,1.0
2024-02-09,48,3,0.677393,0.129826,1.0
2024-02-09,48,4,0.663401,0.129909,0.0
2024-02-09,48,5,0.628164,0.129535,0.0
2024-02-09,48,6,0.666351,0.129251,0.0
2024-02-10,48,2,0.581334,0.129743,0.0
2024-02-10,48,3,0.637142,0.129826,1.0
2024-02-10,48,4,0.628498,0.129909,0.0
2024-02-10,48,5,0.566922,0.129535,0.0
2024-02-10,48,6,0.662509,0.129251,0.0
2024-02-11,48,2,0.538522,0.129743,0.0
2024-02-11,48,3,0.590709,0.129826,1.0
2024-02-11,48,4,0.576198,0.129909,0.0
2024-02-11,48,5,0.540632,0.129535,0.0
2024-02-11,48,6,0.608259,0.129251,0.0
2024-02-12,48,2,0.509226,0.129743,0.0
2024-02-12,48,3,0.549459,0.129826,1.0
2024-02-12,48,4,0.536243,0.129909,0.0
2024-02-12,48,5,0.527044,0.129535,0.0
2024-02-12,48,6,0.563485,0.129251,1.0
2024-02-13,48,2,0.473157,0.129743,0.0
2024-02-13,48,3,0.508999,0.129826,1.0
2024-02-13,48,4,0.489066,0.129909,0.0
2024-02-13,48,5,0.502704,0.129535,0.0
2024-02-13,48,6,0.515329,0.129251,1.0
2024-02-14,48,2,0.435421,0.129743,1.0
2024-02-14,48,3,0.473352,0.129826,1.0
2024-02-14,48,4,0.442496,0.129909,0.0
2024-02-14,48,5,0.473801,0.129535,0.0
2024-02-14,48,6,0.471706,0.129251,1.0
2024-02-15,48,2,0.39438,0.129743,1.0
2024-02-15,48,3,0.422913,0.129826,1.0
2024-02-15,48,4,0.390758,0.129909,0.0
2024-02-15,48,5,0.430962,0.129535,0.0
2024-02-15,48,6,0.425845,0.129251,1.0
2024-02-16,48,2,0.382719,0.129743,1.0
2024-02-16,48,3,0.404026,0.129826,0.0
2024-02-16,48,4,0.379426,0.129909,0.0
2024-02-16,48,5,0.406976,0.129535,0.0
2024-02-16,48,6,0.422923,0.129251,1.0
2024-02-17,48,2,0.393778,0.129743,1.0
2024-02-17,48,3,0.41148,0.129826,0.0
2024-02-17,48,4,0.386253,0.129909,0.0
2024-02-17,48,5,0.408182,0.129535,0.0
2024-02-17,48,6,0.431637,0.129251,1.0
2024-02-18,48,2,0.402061,0.129743,1.0
2024-02-18,48,3,0.415397,0.129826,0.0
2024-02-18,48,4,0.39132,0.129909,0.0
2024-02-18,48,5,0.405471,0.129535,0.0
2024-02-18,48,6,0.440188,0.129251,1.0
2024-02-19,48,2,0.421382,0.129743,1.0
2024-02-19,48,3,0.424159,0.129826,0.0
2024-02-19,48,4,0.373781,0.129909,0.0
2024-02-19,48,5,0.410204,0.129535,1.0
2024-02-19,48,6,0.445175,0.129251,1.0
2024-02-20,48,2,0.47248,0.129743,1.0
2024-02-20,48,3,0.471953,0.129826,0.0
2024-02-20,48,4,0.421999,0.129909,0.0
2024-02-20,48,5,0.456347,0.129535,1.0
2024-02-20,48,6,0.482032,0.129251,1.0
2024-02-21,48,2,0.48017,0.129743,1.0
2024-02-21,48,3,0.519149,0.129826,0.0
2024-02-21,48,4,0.580998,0.129909,0.0
2024-02-21,48,5,0.587321,0.129535,1.0
2024-02-21,48,6,0.572665,0.129251,1.0
2024-02-22,48,2,0.522263,0.129743,1.0
2024-02-22,48,3,0.515178,0.129826,0.0
2024-02-22,48,4,0.529546,0.129909,0.0
2024-02-22,48,5,0.522364,0.129535,1.0
2024-02-22,48,6,0.508317,0.129251,1.0
2024-02-23,48,2,0.576792,0.129743,0.0
2024-02-23,48,3,0.571781,0.129826,0.0
2024-02-23,48,4,0.589327,0.129909,0.0
2024-02-23,48,5,0.577947,0.129535,1.0
2024-02-23,48,6,0.556499,0.129251,1.0
2024-02-24,48,2,0.607172,0.129743,0.0
2024-02-24,48,3,0.613434,0.129826,0.0
2024-02-24,48,4,0.607178,0.129909,0.0
2024-02-24,48,5,0.594208,0.129535,1.0
2024-02-24,48,6,0.61509,0.129251,1.0
2024-01-30,49,2,0.270723,0.135412,0.0
2024-01-30,49,3,0.340164,0.135499,0.0
2024-01-30,49,4,0.303753,0.135585,0.0
2024-01-30,49,5,0.351392,0.135214,1.0
2024-01-30,49,6,0.352628,0.134934,0.0
2024-01-31,49,2,0.315314,0.135412,0.0
2024-01-31,49,3,0.376136,0.135499,0.0
2024-01-31,49,4,0.336674,0.135585,1.0
2024-01-31,49,5,0.397656,0.135214,1.0
2024-01-31,49,6,0.369316,0.134934,0.0
2024-02-01,49,2,0.320457,0.135412,0.0
2024-02-01,49,3,0.371403,0.135499,0.0
2024-02-01,49,4,0.329834,0.135585,1.0
2024-02-01,49,5,0.375667,0.135214,1.0
2024-02-01,49,6,0.360144,0.134934,0.0
2024-02-02,49,2,0.408883,0.135412,0.0
2024-02-02,49,3,0.448568,0.135499,0.0
2024-02-02,49,4,0.416327,0.135585,1.0
2024-02-02,49,5,0.463467,0.135214,0.0
2024-02-02,49,6,0.427686,0.134934,0.0
2024-02-03,49,2,0.421957,0.135412,0.0
2024-02-03,49,3,0.457153,0.135499,0.0
2024-02-03,49,4,0.431758,0.135585,1.0
2024-02-03,49,5,0.463284,0.135214,0.0
2024-02-03,49,6,0.452987,0.134934,0.0
2024-02-04,49,2,0.488081,0.135412,0.0
2024-02-04,49,3,0.526968,0.135499,0.0
2024-02-04,49,4,0.501617,0.135585,1.0
2024-02-04,49,5,0.523412,0.135214,0.0
2024-02-04,49,6,0.512897,0.134934,0.0
2024-02-05,49,2,0.548569,0.135412,0.0
2024-02-05,49,3,0.59169,0.135499,0.0
2024-02-05,49,4,0.56508,0.135585,1.0
2024-02-05,49,5,0.57367,0.135214,0.0
2024-02-05,49,6,0.570035,0.134934,0.0
2024-02-06,49,2,0.56099,0.135412,0.0
2024-02-06,49,3,0.5889,0.135499,0.0
2024-02-06,49,4,0.539901,0.135585,1.0
2024-02-06,49,5,0.533228,0.135214,0.0
2024-02-06,49,6,0.534311,0.134934,0.0
2024-02-07,49,2,0.591614,0.135412,0.0
2024-02-07,49,3,0.636822,0.135499,1.0
2024-02-07,49,4,0.633118,0.135585,1.0
2024-02-07,49,5,0.608828,0.135214,0.0
2024-02-07,49,6,0.592917,0.134934,0.0
2024-02-08,49,2,0.633906,0.135412,0.0
2024-02-08,49,3,0.669538,0.135499,1.0
2024-02-08,49,4,0.67609,0.135585,1.0
2024-02-08,49,5,0.64346,0.135214,0.0
2024-02-08,49,6,0.628101,0.134934,0.0
2024-02-09,49,2,0.620271,0.135412,0.0
2024-02-09,49,3,0.661342,0.135499,1.0
2024-02-09,49,4,0.653346,0.135585,0.0
2024-02-09,49,5,0.620605,0.135214,0.0
2024-02-09,49,6,0.657587,0.134934,0.0
2024-02-10,49,2,0.562602,0.135412,0.0
2024-02-10,49,3,0.622482,0.135499,1.0
2024-02-10,49,4,0.61903,0.135585,0.0
2024-02-10,49,5,0.557622,0.135214,0.0
2024-02-10,49,6,0.65357,0.134934,0.0
2024-02-11,49,2,0.51684,0.135412,0.0
2024-02-11,49,3,0.573885,0.135499,1.0
2024-02-11,49,4,0.565014,0.135585,0.0
2024-02-11,49,5,0.5257,0.135214,0.0
2024-02-11,49,6,0.60061,0.134934,0.0
2024-02-12,49,2,0.483014,0.135412,0.0
2024-02-12,49,3,0.528465,0.135499,1.0
2024-02-12,49,4,0.521667,0.135585,0.0
2024-02-12,49,5,0.50654,0.135214,0.0
2024-02-12,49,6,0.555544,0.134934,0.0
2024-02-13,49,2,0.447865,0.135412,0.0
2024-02-13,49,3,0.487677,0.135499,1.0
2024-02-13,49,4,0.474964,0.135585,0.0
2024-02-13,49,5,0.484672,0.135214,0.0
2024-02-13,49,6,0.507778,0.134934,0.0
2024-02-14,49,2,0.409962,0.135412,1.0
2024-02-14,49,3,0.451285,0.135499,1.0
2024-02-14,49,4,0.427954,0.135585,0.0
2024-02-14,49,5,0.45666,0.135214,0.0
2024-02-14,49,6,0.462972,0.134934,1.0
2024-02-15,49,2,0.372273,0.135412,1.0
2024-02-15,49,3,0.40308,0.135499,1.0
2024-02-15,49,4,0.378558,0.135585,0.0
2024-02-15,49,5,0.418695,0.135214,0.0
2024-02-15,49,6,0.417241,0.134934,1.0
2024-02-16,49,2,0.357748,0.135412,1.0
2024-02-16,49,3,0.381873,0.135499,0.0
2024-02-16,49,4,0.365574,0.135585,0.0
2024-02-16,49,5,0.393128,0.135214,0.0
2024-02-16,49,6,0.414077,0.134934,1.0
2024-02-17,49,2,0.372066,0.135412,1.0
2024-02-17,49,3,0.391493,0.135499,0.0
2024-02-17,49,4,0.374387,0.135585,0.0
2024-02-17,49,5,0.398415,0.135214,0.0
2024-02-17,49,6,0.422456,0.134934,1.0
2024-02-18,49,2,0.378633,0.135412,1.0
2024-02-18,49,3,0.394564,0.135499,0.0
2024-02-18,49,4,0.378231,0.135585,0.0
2024-02-18,49,5,0.395319,0.135214,0.0
2024-02-18,49,6,0.428737,0.134934,1.0
2024-02-19,49,2,0.446386,0.135412,1.0
2024-02-19,49,3,0.452455,0.135499,0.0
2024-02-19,49,4,0.412001,0.135585,0.0
2024-02-19,49,5,0.450179,0.135214,0.0
2024-02-19,49,6,0.472059,0.134934,1.0
2024-02-20,49,2,0.491722,0.135412,1.0
2024-02-20,49,3,0.496563,0.135499,0.0
2024-02-20,49,4,0.45805,0.135585,0.0
2024-02-20,49,5,0.488886,0.135214,0.0
2024-02-20,49,6,0.510374,0.134934,1.0
2024-02-21,49,2,0.451817,0.135412,1.0
2024-02-21,49,3,0.495863,0.135499,0.0
2024-02-21,49,4,0.567272,0.135585,0.0
2024-02-21,49,5,0.572992,0.135214,1.0
2024-02-21,49,6,0.565741,0.134934,1.0
2024-02-22,49,2,0.526042,0.135412,1.0
2024-02-22,49,3,0.5524,0.135499,0.0
2024-02-22,49,4,0.588803,0.135585,0.0
2024-02-22,49,5,0.584206,0.135214,1.0
2024-02-22,49,6,0.577596,0.134934,1.0
2024-02-23,49,2,0.578792,0.135412,0.0
2024-02-23,49,3,0.607081,0.135499,0.0
2024-02-23,49,4,0.64447,0.135585,0.0
2024-02-23,49,5,0.633428,0.135214,1.0
2024-02-23,49,6,0.622733,0.134934,1.0
2024-02-24,49,2,0.585482,0.135412,0.0
2024-02-24,49,3,0.595883,0.135499,0.0
2024-02-24,49,4,0.596228,0.135585,0.0
2024-02-24,49,5,0.582552,0.135214,1.0
2024-02-24,49,6,0.605452,0.134934,1.0
2024-01-30,50,2,0.28933,0.126817,0.0
2024-01-30,50,3,0.359825,0.126898,1.0
2024-01-30,50,4,0.313616,0.12698,0.0
2024-01-30,50,5,0.363336,0.126603,1.0
2024-01-30,50,6,0.358209,0.126318,0.0
2024-01-31,50,2,0.327473,0.126817,1.0
2024-01-31,50,3,0.391388,0.126898,1.0
2024-01-31,50,4,0.342968,0.12698,1.0
2024-01-31,50,5,0.408082,0.126603,1.0
2024-01-31,50,6,0.37186,0.126318,0.0
2024-02-01,50,2,0.350695,0.126817,1.0
2024-02-01,50,3,0.399954,0.126898,1.0
2024-02-01,50,4,0.348128,0.12698,1.0
2024-02-01,50,5,0.403586,0.126603,1.0
2024-02-01,50,6,0.367996,0.126318,0.0
2024-02-02,50,2,0.436051,0.126817,1.0
2024-02-02,50,3,0.474374,0.126898,1.0
2024-02-02,50,4,0.432688,0.12698,1.0
2024-02-02,50,5,0.478762,0.126603,0.0
2024-02-02,50,6,0.440527,0.126318,0.0
2024-02-03,50,2,0.451492,0.126817,1.0
2024-02-03,50,3,0.484656,0.126898,0.0
2024-02-03,50,4,0.449657,0.12698,1.0
2024-02-03,50,5,0.477559,0.126603,0.0
2024-02-03,50,6,0.467649,0.126318,0.0
2024-02-04,50,2,0.527965,0.126817,1.0
2024-02-04,50,3,0.561943,0.126898,0.0
2024-02-04,50,4,0.527421,0.12698,1.0
2024-02-04,50,5,0.544473,0.126603,0.0
2024-02-04,50,6,0.533959,0.126318,0.0
2024-02-05,50,2,0.580213,0.126817,1.0
2024-02-05,50,3,0.6192,0.126898,0.0
2024-02-05,50,4,0.581821,0.12698,1.0
2024-02-05,50,5,0.578808,0.126603,0.0
2024-02-05,50,6,0.583971,0.126318,0.0
2024-02-06,50,2,0.594083,0.126817,1.0
2024-02-06,50,3,0.616927,0.126898,0.0
2024-02-06,50,4,0.556126,0.12698,1.0
2024-02-06,50,5,0.536305,0.126603,0.0
2024-02-06,50,6,0.54696,0.126318,0.0
2024-02-07,50,2,0.622554,0.126817,1.0
2024-02-07,50,3,0.661754,0.126898,1.0
2024-02-07,50,4,0.648157,0.12698,1.0
2024-02-07,50,5,0.613717,0.126603,0.0
2024-02-07,50,6,0.607648,0.126318,0.0
2024-02-08,50,2,0.662841,0.126817,1.0
2024-02-08,50,3,0.691703,0.126898,1.0
2024-02-08,50,4,0.688934,0.12698,1.0
2024-02-08,50,5,0.650423,0.126603,0.0
2024-02-08,50,6,0.639855,0.126318,0.0
2024-02-09,50,2,0.636843,0.126817,1.0
2024-02-09,50,3,0.674258,0.126898,1.0
2024-02-09,50,4,0.657814,0.12698,0.0
2024-02-09,50,5,0.615871,0.126603,0.0
2024-02-09,50,6,0.66593,0.126318,0.0
2024-02-10,50,2,0.577072,0.126817,0.0
2024-02-10,50,3,0.633405,0.126898,1.0
2024-02-10,50,4,0.623196,0.12698,0.0
2024-02-10,50,5,0.559467,0.126603,0.0
2024-02-10,50,6,0.661527,0.126318,0.0
2024-02-11,50,2,0.53851,0.126817,0.0
2024-02-11,50,3,0.589339,0.126898,1.0
2024-02-11,50,4,0.573937,0.12698,0.0
2024-02-11,50,5,0.540787,0.126603,0.0
2024-02-11,50,6,0.608681,0.126318,0.0
2024-02-12,50,2,0.509068,0.126817,0.0
2024-02-12,50,3,0.547609,0.126898,1.0
