issue_date,province_id,lead,probability,base_rate,y_obs
2024-02-16,16,4,0.568566,0.099515,0.0
2024-02-16,16,5,0.554156,0.099579,0.0
2024-02-16,16,6,0.56887,0.099642,1.0
2024-02-17,16,2,0.505364,0.099387,1.0
2024-02-17,16,3,0.542814,0.099451,0.0
2024-02-17,16,4,0.552457,0.099515,0.0
2024-02-17,16,5,0.53879,0.099579,1.0
2024-02-17,16,6,0.556761,0.099642,1.0
2024-02-18,16,2,0.453958,0.099387,1.0
2024-02-18,16,3,0.486996,0.099451,0.0
2024-02-18,16,4,0.49515,0.099515,0.0
2024-02-18,16,5,0.487259,0.099579,1.0
2024-02-18,16,6,0.511215,0.099642,1.0
2024-02-19,16,2,0.416607,0.099387,1.0
2024-02-19,16,3,0.438172,0.099451,0.0
2024-02-19,16,4,0.413741,0.099515,0.0
2024-02-19,16,5,0.431589,0.099579,1.0
2024-02-19,16,6,0.464042,0.099642,1.0
2024-02-20,16,2,0.370492,0.099387,1.0
2024-02-20,16,3,0.385976,0.099451,0.0
2024-02-20,16,4,0.356374,0.099515,0.0
2024-02-20,16,5,0.379951,0.099579,1.0
2024-02-20,16,6,0.413709,0.099642,1.0
2024-02-21,16,2,0.295589,0.099387,1.0
2024-02-21,16,3,0.34095,0.099451,0.0
2024-02-21,16,4,0.409218,0.099515,0.0
2024-02-21,16,5,0.418373,0.099579,1.0
2024-02-21,16,6,0.421849,0.099642,1.0
2024-02-22,16,2,0.315908,0.099387,1.0
2024-02-22,16,3,0.344937,0.099451,0.0
2024-02-22,16,4,0.376506,0.099515,0.0
2024-02-22,16,5,0.379359,0.099579,1.0
2024-02-22,16,6,0.39255,0.099642,1.0
2024-02-23,16,2,0.311144,0.099387,1.0
2024-02-23,16,3,0.343266,0.099451,0.0
2024-02-23,16,4,0.37445,0.099515,0.0
2024-02-23,16,5,0.376164,0.099579,1.0
2024-02-23,16,6,0.393769,0.099642,1.0
2024-02-24,16,2,0.327695,0.099387,0.0
2024-02-24,16,3,0.339734,0.099451,0.0
2024-02-24,16,4,0.334347,0.099515,1.0
2024-02-24,16,5,0.345183,0.099579,1.0
2024-02-24,16,6,0.37473,0.099642,1.0
2024-01-30,17,2,0.490776,0.090336,1.0
2024-01-30,17,3,0.543213,0.090393,0.0
2024-01-30,17,4,0.499064,0.090451,0.0
2024-01-30,17,5,0.488434,0.090509,0.0
2024-01-30,17,6,0.520173,0.090567,0.0
2024-01-31,17,2,0.474411,0.090336,1.0
2024-01-31,17,3,0.529166,0.090393,0.0
2024-01-31,17,4,0.485975,0.090451,0.0
2024-01-31,17,5,0.47244,0.090509,0.0
2024-01-31,17,6,0.511882,0.090567,0.0
2024-02-01,17,2,0.390535,0.090336,0.0
2024-02-01,17,3,0.440856,0.090393,0.0
2024-02-01,17,4,0.39416,0.090451,0.0
2024-02-01,17,5,0.388278,0.090509,0.0
2024-02-01,17,6,0.426805,0.090567,0.0
2024-02-02,17,2,0.347015,0.090336,0.0
2024-02-02,17,3,0.390001,0.090393,0.0
2024-02-02,17,4,0.351114,0.090451,0.0
2024-02-02,17,5,0.356285,0.090509,0.0
2024-02-02,17,6,0.391362,0.090567,0.0
2024-02-03,17,2,0.309726,0.090336,0.0
2024-02-03,17,3,0.345305,0.090393,0.0
2024-02-03,17,4,0.310544,0.090451,0.0
2024-02-03,17,5,0.32332,0.090509,0.0
2024-02-03,17,6,0.356253,0.090567,0.0
2024-02-04,17,2,0.308355,0.090336,0.0
2024-02-04,17,3,0.348036,0.090393,0.0
2024-02-04,17,4,0.310296,0.090451,0.0
2024-02-04,17,5,0.325871,0.090509,0.0
2024-02-04,17,6,0.354859,0.090567,0.0
2024-02-05,17,2,0.305601,0.090336,0.0
2024-02-05,17,3,0.348131,0.090393,0.0
2024-02-05,17,4,0.304865,0.090451,0.0
2024-02-05,17,5,0.320221,0.090509,0.0
2024-02-05,17,6,0.348738,0.090567,0.0
2024-02-06,17,2,0.290238,0.090336,0.0
2024-02-06,17,3,0.342873,0.090393,0.0
2024-02-06,17,4,0.290406,0.090451,0.0
2024-02-06,17,5,0.301382,0.090509,0.0
2024-02-06,17,6,0.338737,0.090567,0.0
2024-02-07,17,2,0.27903,0.090336,0.0
2024-02-07,17,3,0.345005,0.090393,0.0
2024-02-07,17,4,0.330084,0.090451,0.0
2024-02-07,17,5,0.332609,0.090509,0.0
2024-02-07,17,6,0.357859,0.090567,0.0
2024-02-08,17,2,0.279842,0.090336,0.0
2024-02-08,17,3,0.336178,0.090393,0.0
2024-02-08,17,4,0.32841,0.090451,0.0
2024-02-08,17,5,0.33081,0.090509,0.0
2024-02-08,17,6,0.353605,0.090567,0.0
2024-02-09,17,2,0.315092,0.090336,0.0
2024-02-09,17,3,0.344395,0.090393,0.0
2024-02-09,17,4,0.31181,0.090451,0.0
2024-02-09,17,5,0.326209,0.090509,0.0
2024-02-09,17,6,0.352508,0.090567,0.0
2024-02-10,17,2,0.369198,0.090336,0.0
2024-02-10,17,3,0.401352,0.090393,0.0
2024-02-10,17,4,0.372647,0.090451,0.0
2024-02-10,17,5,0.388727,0.090509,0.0
2024-02-10,17,6,0.40086,0.090567,0.0
2024-02-11,17,2,0.421381,0.090336,0.0
2024-02-11,17,3,0.453227,0.090393,0.0
2024-02-11,17,4,0.425376,0.090451,0.0
2024-02-11,17,5,0.437018,0.090509,0.0
2024-02-11,17,6,0.440565,0.090567,1.0
2024-02-12,17,2,0.448795,0.090336,0.0
2024-02-12,17,3,0.445551,0.090393,0.0
2024-02-12,17,4,0.413482,0.090451,0.0
2024-02-12,17,5,0.415821,0.090509,0.0
2024-02-12,17,6,0.410738,0.090567,1.0
2024-02-13,17,2,0.497856,0.090336,0.0
2024-02-13,17,3,0.495868,0.090393,0.0
2024-02-13,17,4,0.464532,0.090451,0.0
2024-02-13,17,5,0.460655,0.090509,0.0
2024-02-13,17,6,0.450368,0.090567,1.0
2024-02-14,17,2,0.534436,0.090336,0.0
2024-02-14,17,3,0.542771,0.090393,0.0
2024-02-14,17,4,0.509386,0.090451,0.0
2024-02-14,17,5,0.495683,0.090509,0.0
2024-02-14,17,6,0.490212,0.090567,1.0
2024-02-15,17,2,0.550805,0.090336,0.0
2024-02-15,17,3,0.585134,0.090393,0.0
2024-02-15,17,4,0.567568,0.090451,0.0
2024-02-15,17,5,0.549983,0.090509,0.0
2024-02-15,17,6,0.558267,0.090567,1.0
2024-02-16,17,2,0.547813,0.090336,0.0
2024-02-16,17,3,0.572574,0.090393,0.0
2024-02-16,17,4,0.562411,0.090451,0.0
2024-02-16,17,5,0.548328,0.090509,0.0
2024-02-16,17,6,0.550067,0.090567,1.0
2024-02-17,17,2,0.471651,0.090336,0.0
2024-02-17,17,3,0.501183,0.090393,0.0
2024-02-17,17,4,0.489068,0.090451,0.0
2024-02-17,17,5,0.479237,0.090509,0.0
2024-02-17,17,6,0.495525,0.090567,1.0
2024-02-18,17,2,0.424111,0.090336,0.0
2024-02-18,17,3,0.447762,0.090393,0.0
2024-02-18,17,4,0.43425,0.090451,0.0
2024-02-18,17,5,0.433078,0.090509,1.0
2024-02-18,17,6,0.44954,0.090567,1.0
2024-02-19,17,2,0.383925,0.090336,0.0
2024-02-19,17,3,0.397289,0.090393,0.0
2024-02-19,17,4,0.354672,0.090451,0.0
2024-02-19,17,5,0.378546,0.090509,1.0
2024-02-19,17,6,0.403952,0.090567,1.0
2024-02-20,17,2,0.334866,0.090336,0.0
2024-02-20,17,3,0.344111,0.090393,0.0
2024-02-20,17,4,0.298553,0.090451,0.0
2024-02-20,17,5,0.322737,0.090509,1.0
2024-02-20,17,6,0.355706,0.090567,1.0
2024-02-21,17,2,0.266839,0.090336,0.0
2024-02-21,17,3,0.304181,0.090393,0.0
2024-02-21,17,4,0.349192,0.090451,0.0
2024-02-21,17,5,0.359651,0.090509,1.0
2024-02-21,17,6,0.363154,0.090567,1.0
2024-02-22,17,2,0.284996,0.090336,0.0
2024-02-22,17,3,0.30821,0.090393,0.0
2024-02-22,17,4,0.318553,0.090451,0.0
2024-02-22,17,5,0.319819,0.090509,1.0
2024-02-22,17,6,0.336388,0.090567,1.0
2024-02-23,17,2,0.285306,0.090336,0.0
2024-02-23,17,3,0.310029,0.090393,0.0
2024-02-23,17,4,0.319426,0.090451,0.0
2024-02-23,17,5,0.321228,0.090509,1.0
2024-02-23,17,6,0.336751,0.090567,1.0
2024-02-24,17,2,0.295353,0.090336,0.0
2024-02-24,17,3,0.302399,0.090393,0.0
2024-02-24,17,4,0.27854,0.090451,0.0
2024-02-24,17,5,0.28504,0.090509,1.0
2024-02-24,17,6,0.317829,0.090567,1.0
2024-01-30,18,2,0.52889,0.096462,0.0
2024-01-30,18,3,0.558504,0.096523,1.0
2024-01-30,18,4,0.523798,0.096585,1.0
2024-01-30,18,5,0.508493,0.096647,0.0
2024-01-30,18,6,0.513771,0.096709,0.0
2024-01-31,18,2,0.532714,0.096462,0.0
2024-01-31,18,3,0.596238,0.096523,1.0
2024-01-31,18,4,0.576943,0.096585,1.0
2024-01-31,18,5,0.556304,0.096647,0.0
2024-01-31,18,6,0.581825,0.096709,0.0
2024-02-01,18,2,0.433166,0.096462,0.0
2024-02-01,18,3,0.498827,0.096523,1.0
2024-02-01,18,4,0.473606,0.096585,0.0
2024-02-01,18,5,0.451423,0.096647,0.0
2024-02-01,18,6,0.493601,0.096709,0.0
2024-02-02,18,2,0.452712,0.096462,0.0
2024-02-02,18,3,0.507864,0.096523,1.0
2024-02-02,18,4,0.492029,0.096585,0.0
2024-02-02,18,5,0.484157,0.096647,0.0
2024-02-02,18,6,0.500126,0.096709,0.0
2024-02-03,18,2,0.40201,0.096462,0.0
2024-02-03,18,3,0.453197,0.096523,1.0
2024-02-03,18,4,0.441034,0.096585,0.0
2024-02-03,18,5,0.436619,0.096647,0.0
2024-02-03,18,6,0.464778,0.096709,0.0
2024-02-04,18,2,0.360451,0.096462,0.0
2024-02-04,18,3,0.412301,0.096523,1.0
2024-02-04,18,4,0.394041,0.096585,0.0
2024-02-04,18,5,0.403134,0.096647,0.0
2024-02-04,18,6,0.424623,0.096709,0.0
2024-02-05,18,2,0.352726,0.096462,1.0
2024-02-05,18,3,0.409003,0.096523,1.0
2024-02-05,18,4,0.384625,0.096585,0.0
2024-02-05,18,5,0.396598,0.096647,0.0
2024-02-05,18,6,0.413357,0.096709,0.0
2024-02-06,18,2,0.265629,0.096462,1.0
2024-02-06,18,3,0.336506,0.096523,1.0
2024-02-06,18,4,0.301394,0.096585,0.0
2024-02-06,18,5,0.314905,0.096647,0.0
2024-02-06,18,6,0.347534,0.096709,0.0
2024-02-07,18,2,0.244933,0.096462,1.0
2024-02-07,18,3,0.330717,0.096523,1.0
2024-02-07,18,4,0.334608,0.096585,0.0
2024-02-07,18,5,0.343116,0.096647,0.0
2024-02-07,18,6,0.359196,0.096709,0.0
2024-02-08,18,2,0.258092,0.096462,1.0
2024-02-08,18,3,0.331469,0.096523,0.0
2024-02-08,18,4,0.341821,0.096585,0.0
2024-02-08,18,5,0.344218,0.096647,0.0
2024-02-08,18,6,0.364029,0.096709,0.0
2024-02-09,18,2,0.298669,0.096462,1.0
2024-02-09,18,3,0.344248,0.096523,0.0
2024-02-09,18,4,0.328749,0.096585,0.0
2024-02-09,18,5,0.34372,0.096647,0.0
2024-02-09,18,6,0.363807,0.096709,0.0
2024-02-10,18,2,0.309608,0.096462,1.0
2024-02-10,18,3,0.354931,0.096523,0.0
2024-02-10,18,4,0.342553,0.096585,0.0
2024-02-10,18,5,0.352062,0.096647,0.0
2024-02-10,18,6,0.382959,0.096709,0.0
2024-02-11,18,2,0.325647,0.096462,1.0
2024-02-11,18,3,0.365259,0.096523,0.0
2024-02-11,18,4,0.351737,0.096585,0.0
2024-02-11,18,5,0.360034,0.096647,0.0
2024-02-11,18,6,0.391107,0.096709,1.0
2024-02-12,18,2,0.299783,0.096462,1.0
2024-02-12,18,3,0.327528,0.096523,0.0
2024-02-12,18,4,0.317084,0.096585,0.0
2024-02-12,18,5,0.324739,0.096647,0.0
2024-02-12,18,6,0.368048,0.096709,1.0
2024-02-13,18,2,0.354696,0.096462,1.0
2024-02-13,18,3,0.381764,0.096523,0.0
2024-02-13,18,4,0.373069,0.096585,0.0
2024-02-13,18,5,0.384231,0.096647,0.0
2024-02-13,18,6,0.411466,0.096709,1.0
2024-02-14,18,2,0.387345,0.096462,1.0
2024-02-14,18,3,0.425616,0.096523,0.0
2024-02-14,18,4,0.415765,0.096585,0.0
2024-02-14,18,5,0.419796,0.096647,0.0
2024-02-14,18,6,0.452981,0.096709,1.0
2024-02-15,18,2,0.37349,0.096462,0.0
2024-02-15,18,3,0.409495,0.096523,0.0
2024-02-15,18,4,0.402589,0.096585,0.0
2024-02-15,18,5,0.404028,0.096647,0.0
2024-02-15,18,6,0.445441,0.096709,1.0
2024-02-16,18,2,0.414662,0.096462,0.0
2024-02-16,18,3,0.442895,0.096523,0.0
2024-02-16,18,4,0.447581,0.096585,0.0
2024-02-16,18,5,0.452729,0.096647,0.0
2024-02-16,18,6,0.474133,0.096709,1.0
2024-02-17,18,2,0.369975,0.096462,0.0
2024-02-17,18,3,0.406983,0.096523,0.0
2024-02-17,18,4,0.415094,0.096585,0.0
2024-02-17,18,5,0.41235,0.096647,0.0
2024-02-17,18,6,0.458282,0.096709,1.0
2024-02-18,18,2,0.381415,0.096462,0.0
2024-02-18,18,3,0.410545,0.096523,0.0
2024-02-18,18,4,0.421284,0.096585,0.0
2024-02-18,18,5,0.430664,0.096647,1.0
2024-02-18,18,6,0.454806,0.096709,1.0
2024-02-19,18,2,0.379226,0.096462,0.0
2024-02-19,18,3,0.40167,0.096523,0.0
2024-02-19,18,4,0.386867,0.096585,0.0
2024-02-19,18,5,0.414877,0.096647,1.0
2024-02-19,18,6,0.448849,0.096709,1.0
2024-02-20,18,2,0.330839,0.096462,0.0
2024-02-20,18,3,0.348395,0.096523,0.0
2024-02-20,18,4,0.328983,0.096585,0.0
2024-02-20,18,5,0.36052,0.096647,1.0
2024-02-20,18,6,0.399032,0.096709,1.0
2024-02-21,18,2,0.25987,0.096462,0.0
2024-02-21,18,3,0.305727,0.096523,0.0
2024-02-21,18,4,0.379871,0.096585,0.0
2024-02-21,18,5,0.399048,0.096647,1.0
2024-02-21,18,6,0.405133,0.096709,1.0
2024-02-22,18,2,0.276081,0.096462,0.0
2024-02-22,18,3,0.308647,0.096523,0.0
2024-02-22,18,4,0.346935,0.096585,0.0
2024-02-22,18,5,0.356749,0.096647,1.0
2024-02-22,18,6,0.376158,0.096709,1.0
2024-02-23,18,2,0.231079,0.096462,0.0
2024-02-23,18,3,0.264028,0.096523,0.0
2024-02-23,18,4,0.295294,0.096585,0.0
2024-02-23,18,5,0.305637,0.096647,1.0
2024-02-23,18,6,0.336909,0.096709,1.0
2024-02-24,18,2,0.245922,0.096462,0.0
2024-02-24,18,3,0.262511,0.096523,0.0
2024-02-24,18,4,0.261566,0.096585,0.0
2024-02-24,18,5,0.281578,0.096647,1.0
2024-02-24,18,6,0.317938,0.096709,1.0
2024-01-30,19,2,0.328713,0.113925,1.0
2024-01-30,19,3,0.381023,0.113998,1.0
2024-01-30,19,4,0.346349,0.114071,1.0
2024-01-30,19,5,0.366629,0.113595,1.0
2024-01-30,19,6,0.405898,0.113301,0.0
2024-01-31,19,2,0.384836,0.113925,1.0
2024-01-31,19,3,0.436949,0.113998,1.0
2024-01-31,19,4,0.403816,0.114071,1.0
2024-01-31,19,5,0.423057,0.113595,1.0
2024-01-31,19,6,0.447341,0.113301,0.0
2024-02-01,19,2,0.355275,0.113925,1.0
2024-02-01,19,3,0.404146,0.113998,1.0
2024-02-01,19,4,0.370796,0.114071,1.0
2024-02-01,19,5,0.381494,0.113595,1.0
2024-02-01,19,6,0.413505,0.113301,0.0
2024-02-02,19,2,0.417904,0.113925,1.0
2024-02-02,19,3,0.460695,0.113998,1.0
2024-02-02,19,4,0.438092,0.114071,1.0
2024-02-02,19,5,0.448243,0.113595,1.0
2024-02-02,19,6,0.462836,0.113301,0.0
2024-02-03,19,2,0.425724,0.113925,0.0
2024-02-03,19,3,0.464257,0.113998,1.0
2024-02-03,19,4,0.447411,0.114071,1.0
2024-02-03,19,5,0.452912,0.113595,0.0
2024-02-03,19,6,0.472619,0.113301,0.0
2024-02-04,19,2,0.427036,0.113925,0.0
2024-02-04,19,3,0.470468,0.113998,1.0
2024-02-04,19,4,0.449091,0.114071,1.0
2024-02-04,19,5,0.452089,0.113595,0.0
2024-02-04,19,6,0.474274,0.113301,0.0
2024-02-05,19,2,0.477971,0.113925,1.0
2024-02-05,19,3,0.525462,0.113998,1.0
2024-02-05,19,4,0.499674,0.114071,1.0
2024-02-05,19,5,0.498448,0.113595,0.0
2024-02-05,19,6,0.508337,0.113301,0.0
2024-02-06,19,2,0.509887,0.113925,1.0
2024-02-06,19,3,0.57022,0.113998,1.0
2024-02-06,19,4,0.534223,0.114071,1.0
2024-02-06,19,5,0.518868,0.113595,0.0
2024-02-06,19,6,0.535308,0.113301,0.0
2024-02-07,19,2,0.474273,0.113925,1.0
2024-02-07,19,3,0.520146,0.113998,1.0
2024-02-07,19,4,0.512143,0.114071,1.0
2024-02-07,19,5,0.487901,0.113595,0.0
2024-02-07,19,6,0.477972,0.113301,0.0
2024-02-08,19,2,0.52284,0.113925,1.0
2024-02-08,19,3,0.557681,0.113998,1.0
2024-02-08,19,4,0.560771,0.114071,1.0
2024-02-08,19,5,0.528265,0.113595,0.0
2024-02-08,19,6,0.514453,0.113301,0.0
2024-02-09,19,2,0.561361,0.113925,1.0
2024-02-09,19,3,0.563861,0.113998,1.0
2024-02-09,19,4,0.540196,0.114071,1.0
2024-02-09,19,5,0.521422,0.113595,0.0
2024-02-09,19,6,0.515295,0.113301,0.0
2024-02-10,19,2,0.565955,0.113925,1.0
2024-02-10,19,3,0.606824,0.113998,1.0
2024-02-10,19,4,0.6028,0.114071,0.0
2024-02-10,19,5,0.579246,0.113595,0.0
2024-02-10,19,6,0.599332,0.113301,0.0
2024-02-11,19,2,0.550706,0.113925,1.0
2024-02-11,19,3,0.594837,0.113998,1.0
2024-02-11,19,4,0.589256,0.114071,0.0
2024-02-11,19,5,0.559845,0.113595,0.0
2024-02-11,19,6,0.591985,0.113301,0.0
2024-02-12,19,2,0.501858,0.113925,1.0
2024-02-12,19,3,0.540556,0.113998,1.0
2024-02-12,19,4,0.536641,0.114071,0.0
2024-02-12,19,5,0.511663,0.113595,0.0
2024-02-12,19,6,0.551932,0.113301,1.0
2024-02-13,19,2,0.473933,0.113925,1.0
2024-02-13,19,3,0.506706,0.113998,1.0
2024-02-13,19,4,0.496153,0.114071,0.0
2024-02-13,19,5,0.491679,0.113595,0.0
2024-02-13,19,6,0.511304,0.113301,1.0
2024-02-14,19,2,0.482688,0.113925,1.0
2024-02-14,19,3,0.519065,0.113998,1.0
2024-02-14,19,4,0.502762,0.114071,0.0
2024-02-14,19,5,0.507648,0.113595,0.0
2024-02-14,19,6,0.513442,0.113301,1.0
2024-02-15,19,2,0.485039,0.113925,1.0
2024-02-15,19,3,0.514311,0.113998,1.0
2024-02-15,19,4,0.498761,0.114071,0.0
2024-02-15,19,5,0.50203,0.113595,0.0
2024-02-15,19,6,0.507072,0.113301,1.0
2024-02-16,19,2,0.456874,0.113925,1.0
2024-02-16,19,3,0.445395,0.113998,1.0
2024-02-16,19,4,0.422843,0.114071,0.0
2024-02-16,19,5,0.421428,0.113595,0.0
2024-02-16,19,6,0.424604,0.113301,1.0
2024-02-17,19,2,0.447403,0.113925,1.0
2024-02-17,19,3,0.472927,0.113998,0.0
2024-02-17,19,4,0.467106,0.114071,0.0
2024-02-17,19,5,0.459167,0.113595,0.0
2024-02-17,19,6,0.489383,0.113301,1.0
2024-02-18,19,2,0.441381,0.113925,1.0
2024-02-18,19,3,0.46477,0.113998,0.0
2024-02-18,19,4,0.46163,0.114071,0.0
2024-02-18,19,5,0.452243,0.113595,0.0
2024-02-18,19,6,0.485654,0.113301,1.0
2024-02-19,19,2,0.454907,0.113925,1.0
2024-02-19,19,3,0.467811,0.113998,0.0
2024-02-19,19,4,0.436371,0.114071,0.0
2024-02-19,19,5,0.446576,0.113595,1.0
2024-02-19,19,6,0.484022,0.113301,1.0
2024-02-20,19,2,0.455535,0.113925,1.0
2024-02-20,19,3,0.463913,0.113998,0.0
2024-02-20,19,4,0.429497,0.114071,0.0
2024-02-20,19,5,0.44007,0.113595,1.0
2024-02-20,19,6,0.474466,0.113301,1.0
2024-02-21,19,2,0.363824,0.113925,1.0
2024-02-21,19,3,0.408718,0.113998,0.0
2024-02-21,19,4,0.477437,0.114071,0.0
2024-02-21,19,5,0.466847,0.113595,1.0
2024-02-21,19,6,0.479891,0.113301,1.0
2024-02-22,19,2,0.396255,0.113925,1.0
2024-02-22,19,3,0.420664,0.113998,0.0
2024-02-22,19,4,0.45167,0.114071,0.0
2024-02-22,19,5,0.441774,0.113595,1.0
2024-02-22,19,6,0.451868,0.113301,1.0
2024-02-23,19,2,0.352134,0.113925,1.0
2024-02-23,19,3,0.376437,0.113998,0.0
2024-02-23,19,4,0.402059,0.114071,0.0
2024-02-23,19,5,0.394704,0.113595,1.0
2024-02-23,19,6,0.41625,0.113301,1.0
2024-02-24,19,2,0.369952,0.113925,0.0
2024-02-24,19,3,0.373073,0.113998,0.0
2024-02-24,19,4,0.362281,0.114071,0.0
2024-02-24,19,5,0.364174,0.113595,1.0
2024-02-24,19,6,0.400328,0.113301,1.0
2024-01-30,20,2,0.351499,0.105879,1.0
2024-01-30,20,3,0.399716,0.105947,0.0
2024-01-30,20,4,0.357309,0.106015,0.0
2024-01-30,20,5,0.377775,0.106083,1.0
2024-01-30,20,6,0.416352,0.106151,0.0
2024-01-31,20,2,0.367632,0.105879,1.0
2024-01-31,20,3,0.411728,0.105947,0.0
2024-01-31,20,4,0.368607,0.106015,1.0
2024-01-31,20,5,0.391891,0.106083,1.0
2024-01-31,20,6,0.421807,0.106151,0.0
2024-02-01,20,2,0.342728,0.105879,1.0
2024-02-01,20,3,0.382772,0.105947,0.0
2024-02-01,20,4,0.339771,0.106015,1.0
2024-02-01,20,5,0.353749,0.106083,1.0
2024-02-01,20,6,0.391607,0.106151,0.0
2024-02-02,20,2,0.406585,0.105879,1.0
2024-02-02,20,3,0.440111,0.105947,0.0
2024-02-02,20,4,0.406697,0.106015,1.0
2024-02-02,20,5,0.421362,0.106083,1.0
2024-02-02,20,6,0.441337,0.106151,0.0
2024-02-03,20,2,0.411732,0.105879,0.0
2024-02-03,20,3,0.442129,0.105947,0.0
2024-02-03,20,4,0.414728,0.106015,1.0
2024-02-03,20,5,0.425065,0.106083,0.0
2024-02-03,20,6,0.450845,0.106151,0.0
2024-02-04,20,2,0.460743,0.105879,0.0
2024-02-04,20,3,0.497416,0.105947,0.0
2024-02-04,20,4,0.469613,0.106015,1.0
2024-02-04,20,5,0.476117,0.106083,0.0
2024-02-04,20,6,0.492546,0.106151,0.0
2024-02-05,20,2,0.507381,0.105879,0.0
2024-02-05,20,3,0.549522,0.105947,0.0
2024-02-05,20,4,0.517514,0.106015,1.0
2024-02-05,20,5,0.515913,0.106083,0.0
2024-02-05,20,6,0.526555,0.106151,0.0
2024-02-06,20,2,0.513437,0.105879,0.0
2024-02-06,20,3,0.539431,0.105947,0.0
2024-02-06,20,4,0.481727,0.106015,1.0
2024-02-06,20,5,0.465174,0.106083,0.0
2024-02-06,20,6,0.474544,0.106151,0.0
2024-02-07,20,2,0.55304,0.105879,0.0
2024-02-07,20,3,0.59347,0.105947,1.0
2024-02-07,20,4,0.580599,0.106015,1.0
2024-02-07,20,5,0.550599,0.106083,0.0
2024-02-07,20,6,0.529862,0.106151,0.0
2024-02-08,20,2,0.598705,0.105879,0.0
2024-02-08,20,3,0.628291,0.105947,1.0
2024-02-08,20,4,0.626152,0.106015,1.0
2024-02-08,20,5,0.586672,0.106083,0.0
2024-02-08,20,6,0.565819,0.106151,0.0
2024-02-09,20,2,0.635795,0.105879,0.0
2024-02-09,20,3,0.63448,0.105947,1.0
2024-02-09,20,4,0.606784,0.106015,1.0
2024-02-09,20,5,0.580202,0.106083,0.0
2024-02-09,20,6,0.566398,0.106151,0.0
2024-02-10,20,2,0.641105,0.105879,0.0
2024-02-10,20,3,0.674839,0.105947,1.0
2024-02-10,20,4,0.665716,0.106015,0.0
2024-02-10,20,5,0.633056,0.106083,0.0
2024-02-10,20,6,0.647915,0.106151,0.0
2024-02-11,20,2,0.58364,0.105879,0.0
2024-02-11,20,3,0.620979,0.105947,1.0
2024-02-11,20,4,0.606641,0.106015,0.0
2024-02-11,20,5,0.572591,0.106083,0.0
2024-02-11,20,6,0.605827,0.106151,0.0
2024-02-12,20,2,0.537109,0.105879,0.0
2024-02-12,20,3,0.568754,0.105947,1.0
2024-02-12,20,4,0.556083,0.106015,0.0
2024-02-12,20,5,0.527401,0.106083,0.0
2024-02-12,20,6,0.567432,0.106151,0.0
2024-02-13,20,2,0.507706,0.105879,0.0
2024-02-13,20,3,0.534097,0.105947,1.0
2024-02-13,20,4,0.515478,0.106015,0.0
2024-02-13,20,5,0.507708,0.106083,0.0
2024-02-13,20,6,0.527854,0.106151,0.0
2024-02-14,20,2,0.514396,0.105879,1.0
2024-02-14,20,3,0.54502,0.105947,1.0
2024-02-14,20,4,0.520835,0.106015,0.0
2024-02-14,20,5,0.523047,0.106083,0.0
2024-02-14,20,6,0.528505,0.106151,0.0
2024-02-15,20,2,0.514644,0.105879,1.0
2024-02-15,20,3,0.538885,0.105947,1.0
2024-02-15,20,4,0.515076,0.106015,0.0
2024-02-15,20,5,0.514633,0.106083,0.0
2024-02-15,20,6,0.520566,0.106151,0.0
2024-02-16,20,2,0.491418,0.105879,1.0
2024-02-16,20,3,0.47359,0.105947,1.0
2024-02-16,20,4,0.44165,0.106015,0.0
2024-02-16,20,5,0.438791,0.106083,0.0
2024-02-16,20,6,0.436995,0.106151,0.0
2024-02-17,20,2,0.49176,0.105879,1.0
2024-02-17,20,3,0.507576,0.105947,0.0
2024-02-17,20,4,0.491514,0.106015,0.0
2024-02-17,20,5,0.476647,0.106083,0.0
2024-02-17,20,6,0.507934,0.106151,0.0
2024-02-18,20,2,0.483722,0.105879,1.0
2024-02-18,20,3,0.498307,0.105947,0.0
2024-02-18,20,4,0.484832,0.106015,0.0
2024-02-18,20,5,0.469616,0.106083,0.0
2024-02-18,20,6,0.502793,0.106151,0.0
2024-02-19,20,2,0.494316,0.105879,1.0
2024-02-19,20,3,0.499448,0.105947,0.0
2024-02-19,20,4,0.457204,0.106015,0.0
2024-02-19,20,5,0.462451,0.106083,0.0
2024-02-19,20,6,0.498838,0.106151,1.0
2024-02-20,20,2,0.493268,0.105879,1.0
2024-02-20,20,3,0.494523,0.105947,0.0
2024-02-20,20,4,0.449543,0.106015,0.0
2024-02-20,20,5,0.456316,0.106083,0.0
2024-02-20,20,6,0.488907,0.106151,1.0
2024-02-21,20,2,0.393554,0.105879,1.0
2024-02-21,20,3,0.434507,0.105947,0.0
2024-02-21,20,4,0.495287,0.106015,0.0
2024-02-21,20,5,0.481447,0.106083,0.0
2024-02-21,20,6,0.495288,0.106151,1.0
2024-02-22,20,2,0.433295,0.105879,1.0
2024-02-22,20,3,0.451678,0.105947,0.0
2024-02-22,20,4,0.474356,0.106015,0.0
2024-02-22,20,5,0.464843,0.106083,0.0
2024-02-22,20,6,0.468599,0.106151,1.0
2024-02-23,20,2,0.384816,0.105879,1.0
2024-02-23,20,3,0.404344,0.105947,0.0
2024-02-23,20,4,0.421096,0.106015,0.0
2024-02-23,20,5,0.409987,0.106083,0.0
2024-02-23,20,6,0.43129,0.106151,1.0
2024-02-24,20,2,0.40888,0.105879,0.0
